collectionName,phoneName,millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,phone,pred_speedMps,epoch_diff,target_latDeg,target_lngDeg,speedMps,error,dist_pre,dist_pro,latDeg_pre,lngDeg_pre,latDeg_pro,lngDeg_pro
2020-05-29-US-MTV-2,Pixel4XL,1274831967447,37.4135839,-122.078009,-26.51,2020-05-29-US-MTV-2_Pixel4XL,6.804417270835767,0,37.4135562918,-122.0780024887,6.74,3.1213292819999854,6.480611310539454,6.489998378521294,37.4135359,-122.0779673,37.413638,-122.0780367
2020-05-29-US-MTV-2,Pixel4,1274831968440,37.4136436,-122.0780361,-26.01,2020-05-29-US-MTV-2_Pixel4,7.903369083865237,0,37.4136167663,-122.0780334917,7.83,2.990771713213284,6.441321289851371,7.971760445143313,37.413593,-122.0780005,37.4137143,-122.0780514
2020-05-29-US-MTV-2,Pixel4XL,1274831968447,37.413638,-122.0780367,-24.52,2020-05-29-US-MTV-2_Pixel4XL,7.97606076447831,0,37.4136170766,-122.0780347311,7.84,2.3316004755272073,6.489998378521294,7.836950234594997,37.4135839,-122.078009,37.4137085,-122.078039
2020-05-29-US-MTV-2,Pixel4,1274831969440,37.4137143,-122.0780514,-27.06,2020-05-29-US-MTV-2_Pixel4,9.34924740790097,0,37.413694155,-122.0780409067,9.37,2.4226422158154977,7.971760445143313,10.382596113822565,37.4136436,-122.0780361,37.4138046,-122.0780212
2020-05-29-US-MTV-2,Pixel4XL,1274831969447,37.4137085,-122.078039,-26.75,2020-05-29-US-MTV-2_Pixel4XL,9.307360473140768,0,37.4136948242,-122.0780419987,9.38,1.5426005461556078,7.836950234594997,10.40041619894711,37.413638,-122.0780367,37.4138018,-122.0780297
2020-05-29-US-MTV-2,Pixel4,1274831970440,37.4138046,-122.0780212,-22.74,2020-05-29-US-MTV-2_Pixel4,10.843618026348429,0,37.4137853997,-122.0780326213,10.92,2.359793614690195,10.382596113822565,11.379981785777767,37.4137143,-122.0780514,37.413907,-122.0780227
2020-05-29-US-MTV-2,Pixel4XL,1274831970447,37.4138018,-122.0780297,-25.96,2020-05-29-US-MTV-2_Pixel4XL,10.834999346708122,0,37.4137862157,-122.0780336848,10.93,1.767160580577035,10.40041619894711,11.38468721865151,37.4137085,-122.078039,37.4139042,-122.0780257
2020-05-29-US-MTV-2,Pixel4,1274831971440,37.413907,-122.0780227,-27.49,2020-05-29-US-MTV-2_Pixel4,11.91320571911763,0,37.4138888253,-122.078024594,11.96,2.0265722324763726,11.379981785777767,11.790384484354412,37.4138046,-122.0780212,37.4140129,-122.0780145
2020-05-29-US-MTV-2,Pixel4XL,1274831971447,37.4139042,-122.0780257,-26.4,2020-05-29-US-MTV-2_Pixel4XL,11.853517251855273,0,37.4138896917,-122.0780256656,11.96,1.6122393429470883,11.38468721865151,11.985021668786972,37.4138018,-122.0780297,37.414012,-122.0780215
2020-05-29-US-MTV-2,Pixel4,1274831972440,37.4140129,-122.0780145,-24.63,2020-05-29-US-MTV-2_Pixel4,12.54420464420009,0,37.4139982003,-122.0780195877,12.37,1.694105043391357,11.790384484354412,13.246125288091578,37.413907,-122.0780227,37.4141321,-122.0780147
2020-05-29-US-MTV-2,Pixel4XL,1274831972447,37.414012,-122.0780215,-27.34,2020-05-29-US-MTV-2_Pixel4XL,12.523297141550936,0,37.4139990657,-122.0780206949,12.37,1.439081075862889,11.985021668786972,15.162439791667294,37.4139042,-122.0780257,37.4141484,-122.0780259
2020-05-29-US-MTV-2,Pixel4,1274831973440,37.4141321,-122.0780147,-23.23,2020-05-29-US-MTV-2_Pixel4,13.40466986847474,0,37.414112538,-122.0780191317,13.11,2.2087408469754717,13.246125288091578,14.335642949148246,37.4140129,-122.0780145,37.4142602,-122.0780339
2020-05-29-US-MTV-2,Pixel4XL,1274831973447,37.4141484,-122.0780259,-26.27,2020-05-29-US-MTV-2_Pixel4XL,13.40382965639572,0,37.4141134185,-122.0780202785,13.12,3.918860183510202,15.162439791667294,11.903607480551397,37.414012,-122.0780215,37.4142552,-122.0780155
2020-05-29-US-MTV-2,Pixel4,1274831974440,37.4142602,-122.0780339,-28.79,2020-05-29-US-MTV-2_Pixel4,14.149665165501965,0,37.4142347303,-122.0780214393,14.01,3.036498169206992,14.335642949148246,12.990575222128694,37.4141321,-122.0780147,37.414377,-122.0780278
2020-05-29-US-MTV-2,Pixel4XL,1274831974447,37.4142552,-122.0780155,-26.11,2020-05-29-US-MTV-2_Pixel4XL,14.146517715104116,0,37.4142356654,-122.0780225925,14.02,2.2592444210559504,11.903607480551397,14.008458698990957,37.4141484,-122.0780259,37.4143811,-122.0780235
2020-05-29-US-MTV-2,Pixel4,1274831975440,37.414377,-122.0780278,-25.86,2020-05-29-US-MTV-2_Pixel4,14.76176558163528,0,37.414364863,-122.0780259257,14.84,1.3588332082798957,12.990575222128694,14.679958290917032,37.4142602,-122.0780339,37.4145086,-122.0780423
2020-05-29-US-MTV-2,Pixel4XL,1274831975447,37.4143811,-122.0780235,-28.34,2020-05-29-US-MTV-2_Pixel4XL,14.748624666307297,0,37.4143658312,-122.0780271015,14.84,1.726266730314381,14.008458698990957,15.907567432818372,37.4142552,-122.0780155,37.4145231,-122.0780463
2020-05-29-US-MTV-2,Pixel4,1274831976440,37.4145086,-122.0780423,-22.76,2020-05-29-US-MTV-2_Pixel4,15.283198610530496,0,37.4145013463,-122.078033443,15.35,1.122881343089043,14.679958290917032,16.11325990433397,37.414377,-122.0780278,37.4146536,-122.0780416
2020-05-29-US-MTV-2,Pixel4XL,1274831976447,37.4145231,-122.0780463,-22.47,2020-05-29-US-MTV-2_Pixel4XL,15.27026665606244,0,37.4145023336,-122.078034631,15.35,2.5270726299027158,15.907567432818372,14.373488701658966,37.4143811,-122.0780235,37.4146524,-122.0780506
2020-05-29-US-MTV-2,Pixel4,1274831977440,37.4146536,-122.0780416,-25.61,2020-05-29-US-MTV-2_Pixel4,15.55522174286889,0,37.4146409403,-122.0780406607,15.54,1.4092513054213325,16.11325990433397,16.369264615334995,37.4145086,-122.0780423,37.4148009,-122.0780431
2020-05-29-US-MTV-2,Pixel4XL,1274831977447,37.4146524,-122.0780506,-27.58,2020-05-29-US-MTV-2_Pixel4XL,15.574723587265376,0,37.4146419511,-122.0780418385,15.54,1.395077630445061,14.373488701658966,16.493092463962657,37.4145231,-122.0780463,37.4148008,-122.0780536
2020-05-29-US-MTV-2,Pixel4,1274831978440,37.4148009,-122.0780431,-27.12,2020-05-29-US-MTV-2_Pixel4,15.604308396510651,0,37.4147814697,-122.07804594,15.59,2.173695575895061,16.369264615334995,16.31036924467466,37.4146536,-122.0780416,37.4149476,-122.078049
2020-05-29-US-MTV-2,Pixel4XL,1274831978447,37.4148008,-122.0780536,-27.9,2020-05-29-US-MTV-2_Pixel4XL,15.673068004269831,0,37.4147824951,-122.0780471007,15.59,2.1134724145572625,16.493092463962657,14.646611743479971,37.4146524,-122.0780506,37.4149326,-122.0780547
2020-05-29-US-MTV-2,Pixel4,1274831979440,37.4149476,-122.078049,-25.37,2020-05-29-US-MTV-2_Pixel4,15.678654980233995,0,37.4149223137,-122.078049259,15.61,2.8100359413067735,16.31036924467466,16.435442201848396,37.4148009,-122.0780431,37.4150955,-122.0780494
2020-05-29-US-MTV-2,Pixel4XL,1274831979447,37.4149326,-122.0780547,-28.42,2020-05-29-US-MTV-2_Pixel4XL,15.729977971661476,0,37.4149233478,-122.0780504066,15.61,1.0957618881391664,14.646611743479971,16.357904825935528,37.4148008,-122.0780536,37.4150798,-122.0780536
2020-05-29-US-MTV-2,Pixel4,1274831980440,37.4150955,-122.0780494,-28.8,2020-05-29-US-MTV-2_Pixel4,15.571196302847753,0,37.415063285,-122.078051901,15.64,3.586694747052555,16.435442201848396,14.226478838019622,37.4149476,-122.078049,37.4152235,-122.0780524
2020-05-29-US-MTV-2,Pixel4XL,1274831980447,37.4150798,-122.0780536,-27.96,2020-05-29-US-MTV-2_Pixel4XL,15.572434053867896,0,37.4150643203,-122.0780530437,15.64,1.720884018004976,16.357904825935528,15.802052758459585,37.4149326,-122.0780547,37.415222,-122.0780541
2020-05-29-US-MTV-2,Pixel4,1274831981440,37.4152235,-122.0780524,-27.06,2020-05-29-US-MTV-2_Pixel4,15.31732325692693,0,37.4152038613,-122.078053141,15.52,2.1833325421963186,14.226478838019622,15.413417136303316,37.4150955,-122.0780494,37.4153622,-122.0780512
2020-05-29-US-MTV-2,Pixel4XL,1274831981447,37.415222,-122.0780541,-28.1,2020-05-29-US-MTV-2_Pixel4XL,15.405199298649476,0,37.4152049006,-122.0780542708,15.51,1.9002325631397057,15.802052758459585,16.385550178112638,37.4150798,-122.0780536,37.4153694,-122.078059
2020-05-29-US-MTV-2,Pixel4,1274831982440,37.4153622,-122.0780512,-26.88,2020-05-29-US-MTV-2_Pixel4,14.732554517613227,0,37.415340063,-122.0780524247,14.8,2.462350358301248,15.413417136303316,14.646611739363031,37.4152235,-122.0780524,37.415494,-122.0780523
2020-05-29-US-MTV-2,Pixel4XL,1274831982447,37.4153694,-122.078059,-27.34,2020-05-29-US-MTV-2_Pixel4XL,14.816631271738032,0,37.4153410632,-122.0780535457,14.79,3.1855157239376926,16.385550178112638,13.303362630899619,37.415222,-122.0780541,37.4154891,-122.0780566
2020-05-29-US-MTV-2,Pixel4,1274831983440,37.415494,-122.0780523,-30.36,2020-05-29-US-MTV-2_Pixel4,14.214552215815193,0,37.4154716943,-122.0780516127,14.51,2.479465622881422,14.646611739363031,13.790629407094269,37.4153622,-122.0780512,37.4156181,-122.0780522
2020-05-29-US-MTV-2,Pixel4XL,1274831983447,37.4154891,-122.0780566,-29.46,2020-05-29-US-MTV-2_Pixel4XL,14.271435281315616,0,37.4154726741,-122.0780527276,14.51,1.8570527575713092,13.303362630899619,13.530518826283751,37.4153694,-122.078059,37.4156106,-122.0780466
2020-05-29-US-MTV-2,Pixel4,1274831984440,37.4156181,-122.0780522,-29.43,2020-05-29-US-MTV-2_Pixel4,13.716249985953436,0,37.4155991927,-122.0780493993,13.64,2.1155670562144206,13.790629407094269,13.025732328096238,37.415494,-122.0780523,37.4157353,-122.0780547
2020-05-29-US-MTV-2,Pixel4XL,1274831984447,37.4156106,-122.0780466,-27.65,2020-05-29-US-MTV-2_Pixel4XL,13.741938963807824,0,37.4156001232,-122.0780505139,13.64,1.2144038223916183,13.530518826283751,14.0701774698406,37.4154891,-122.0780566,37.415737,-122.0780559
2020-05-29-US-MTV-2,Pixel4,1274831985440,37.4157353,-122.0780547,-28.37,2020-05-29-US-MTV-2_Pixel4,13.053349589315308,0,37.4157178537,-122.0780488387,12.82,2.006555975753914,13.025732328096238,12.607570369305511,37.4156181,-122.0780522,37.4158487,-122.0780503
2020-05-29-US-MTV-2,Pixel4XL,1274831985447,37.415737,-122.0780559,-28.51,2020-05-29-US-MTV-2_Pixel4XL,13.06200958282389,0,37.4157187257,-122.0780499652,12.81,2.097202147217986,14.0701774698406,13.381305007275841,37.4156106,-122.0780466,37.415857,-122.0780685
2020-05-29-US-MTV-2,Pixel4,1274831986440,37.4158487,-122.0780503,-28.96,2020-05-29-US-MTV-2_Pixel4,11.981809190207844,0,37.4158298163,-122.0780494223,11.95,2.099882693979979,12.607570369305511,11.76820247312819,37.4157353,-122.0780547,37.4159546,-122.0780507
2020-05-29-US-MTV-2,Pixel4XL,1274831986447,37.415857,-122.0780685,-28.77,2020-05-29-US-MTV-2_Pixel4XL,11.97061642873797,0,37.4158306246,-122.0780505549,11.94,3.331539498736328,13.381305007275841,9.399628239419773,37.415737,-122.0780559,37.4159403,-122.07805
2020-05-29-US-MTV-2,Pixel4,1274831987440,37.4159546,-122.0780507,-29.31,2020-05-29-US-MTV-2_Pixel4,11.012465391395686,0,37.4159327227,-122.0780495037,10.92,2.4334092288416125,11.76820247312819,8.992194411670297,37.4158487,-122.0780503,37.4160353,-122.0780582
2020-05-29-US-MTV-2,Pixel4XL,1274831987447,37.4159403,-122.07805,-29.03,2020-05-29-US-MTV-2_Pixel4XL,11.02877275898329,0,37.4159334746,-122.0780506318,10.91,0.7605204413298179,9.399628239419773,11.725164513829945,37.415857,-122.0780685,37.4160458,-122.0780521
2020-05-29-US-MTV-2,Pixel4,1274831988440,37.4160353,-122.0780582,-26.9,2020-05-29-US-MTV-2_Pixel4,10.016750242104957,0,37.4160269013,-122.0780497757,10.04,1.1932738829745533,8.992194411670297,9.828886552625532,37.4159546,-122.0780507,37.4161237,-122.0780545
2020-05-29-US-MTV-2,Pixel4XL,1274831988447,37.4160458,-122.0780521,-28.06,2020-05-29-US-MTV-2_Pixel4XL,10.07290058779963,0,37.4160275936,-122.0780509082,10.03,2.025920892015319,11.725164513829945,9.157938576505869,37.4159403,-122.07805,37.4161282,-122.0780538
2020-05-29-US-MTV-2,Pixel4,1274831989440,37.4161237,-122.0780545,-25.37,2020-05-29-US-MTV-2_Pixel4,9.129101124668509,0,37.416113865,-122.0780497657,9.22,1.1700700823013614,9.828886552625532,10.465072569030305,37.4160353,-122.0780582,37.4162177,-122.0780617
2020-05-29-US-MTV-2,Pixel4XL,1274831989447,37.4161282,-122.0780538,-29.13,2020-05-29-US-MTV-2_Pixel4XL,9.140755691662877,0,37.4161145119,-122.0780508886,9.21,1.542643514305782,9.157938576505869,8.999184625200753,37.4160458,-122.0780521,37.4162091,-122.0780492
2020-05-29-US-MTV-2,Pixel4,1274831990440,37.4162177,-122.0780617,-31.45,2020-05-29-US-MTV-2_Pixel4,7.883400191446265,0,37.4161915287,-122.078049222,8.02,3.1098282656019682,10.465072569030305,7.607599073053136,37.4161237,-122.0780545,37.4162856,-122.0780507
2020-05-29-US-MTV-2,Pixel4XL,1274831990447,37.4162091,-122.0780492,-28.83,2020-05-29-US-MTV-2_Pixel4XL,7.738018810992459,0,37.4161921017,-122.0780503455,8.0,1.8916417438059168,8.999184625200753,8.924645506730862,37.4161282,-122.0780538,37.4162891,-122.0780581
2020-05-29-US-MTV-2,Pixel4,1274831991440,37.4162856,-122.0780507,-29.19,2020-05-29-US-MTV-2_Pixel4,5.830348227339463,0,37.4162552727,-122.0780486867,5.97,3.3748059894690288,7.607599073053136,3.469416253472034,37.4162177,-122.0780617,37.4163162,-122.0780429
2020-05-29-US-MTV-2,Pixel4XL,1274831991447,37.4162891,-122.0780581,-27.52,2020-05-29-US-MTV-2_Pixel4XL,5.911534041226314,0,37.4162557162,-122.0780498098,5.95,3.7812477634507635,8.924645506730862,3.0688812817289404,37.4162091,-122.0780492,37.4163167,-122.0780569
2020-05-29-US-MTV-2,Pixel4,1274831992440,37.4163162,-122.0780429,-29.57,2020-05-29-US-MTV-2_Pixel4,3.652914889405318,0,37.4162985807,-122.07804821,3.65,2.0132558413278687,3.469416253472034,2.729608581139254,37.4162856,-122.0780507,37.4163404,-122.0780482
2020-05-29-US-MTV-2,Pixel4XL,1274831992447,37.4163167,-122.0780569,-29.51,2020-05-29-US-MTV-2_Pixel4XL,3.786311831657149,0,37.4162988786,-122.0780493343,3.63,2.0899508799958952,3.0688812817289404,3.111676558383869,37.4162891,-122.0780581,37.4163446,-122.0780599
2020-05-29-US-MTV-2,Pixel4,1274831993440,37.4163404,-122.0780482,-27.78,2020-05-29-US-MTV-2_Pixel4,1.740443172024018,0,37.4163217443,-122.0780478657,1.58,2.073326735238973,2.729608581139254,0.6767554981222204,37.4163162,-122.0780429,37.4163435,-122.0780548
2020-05-29-US-MTV-2,Pixel4XL,1274831993447,37.4163446,-122.0780599,-29.0,2020-05-29-US-MTV-2_Pixel4XL,1.8752081563086764,0,37.416321913,-122.0780489907,1.57,2.698706218812349,3.111676558383869,1.7840880770814123,37.4163167,-122.0780569,37.4163605,-122.0780627
2020-05-29-US-MTV-2,Pixel4,1274831994440,37.4163435,-122.0780548,-27.55,2020-05-29-US-MTV-2_Pixel4,0.528697704886277,0,37.4163301367,-122.078047687,0.47,1.6122486649662462,0.6767554981222204,0.3245016496506544,37.4163404,-122.0780482,37.416346,-122.0780529
2020-05-29-US-MTV-2,Pixel4XL,1274831994447,37.4163605,-122.0780627,-29.36,2020-05-29-US-MTV-2_Pixel4XL,0.5380116281787907,0,37.4163302353,-122.07804881,0.47,3.579638753765158,1.7840880770814123,2.0310778571180736,37.4163446,-122.0780599,37.4163611,-122.0780397
2020-05-29-US-MTV-2,Pixel4,1274831995440,37.416346,-122.0780529,-27.17,2020-05-29-US-MTV-2_Pixel4,0.3976833154700696,0,37.416332381,-122.0780474907,0.21,1.586932251660994,0.3245016496506544,1.2639999627295928,37.4163435,-122.0780548,37.4163564,-122.0780471
2020-05-29-US-MTV-2,Pixel4XL,1274831995447,37.4163611,-122.0780397,-26.68,2020-05-29-US-MTV-2_Pixel4XL,0.2331717737338847,0,37.4163324646,-122.0780486163,0.21,3.2779771018666346,2.0310778571180736,1.4944144546639553,37.4163605,-122.0780627,37.4163655,-122.0780557
2020-05-29-US-MTV-2,Pixel4,1274831996440,37.4163564,-122.0780471,-30.35,2020-05-29-US-MTV-2_Pixel4,0.5157968853100805,0,37.4163340773,-122.0780471597,0.21,2.480618166506391,1.2639999627295928,1.8622525517650148,37.416346,-122.0780529,37.4163727,-122.078052
2020-05-29-US-MTV-2,Pixel4XL,1274831996447,37.4163655,-122.0780557,-28.8,2020-05-29-US-MTV-2_Pixel4XL,0.0760025662342089,0,37.4163341619,-122.0780482822,0.21,3.5434565723339695,1.4944144546639553,0.12309807904815676,37.4163611,-122.0780397,37.4163645,-122.0780551
2020-05-29-US-MTV-2,Pixel4,1274831997440,37.4163727,-122.078052,-28.95,2020-05-29-US-MTV-2_Pixel4,1.2207678226526002,0,37.4163368367,-122.078046575,0.56,4.013973368417406,1.8622525517650148,0.1487139271659592,37.4163564,-122.0780471,37.4163714,-122.0780516
2020-05-29-US-MTV-2,Pixel4XL,1274831997447,37.4163645,-122.0780551,-27.99,2020-05-29-US-MTV-2_Pixel4XL,1.222691472722646,0,37.4163369424,-122.0780476961,0.56,3.1312868241753,0.12309807904815676,1.5098232635157436,37.4163655,-122.0780557,37.4163771,-122.0780487
2020-05-29-US-MTV-2,Pixel4,1274831998440,37.4163714,-122.0780516,-27.39,2020-05-29-US-MTV-2_Pixel4,0.976337243797791,0,37.4163494903,-122.0780453443,2.52,2.496537126796801,0.1487139271659592,2.6526268573041865,37.4163727,-122.078052,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274831998447,37.4163771,-122.0780487,-29.27,2020-05-29-US-MTV-2_Pixel4XL,1.001803162778417,0,37.4163497225,-122.0780464668,2.54,3.048705924192448,1.5098232635157436,2.441466524484812,37.4163645,-122.0780551,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274831999440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,4.18982049775718,0,37.4163818263,-122.07805003,4.64,1.6566937601184193,2.6526268573041865,0.0,37.4163714,-122.0780516,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274831999447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,4.151173619929724,0,37.4163819956,-122.0780512582,4.65,1.9613997823854272,2.441466524484812,0.0,37.4163771,-122.0780487,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832000440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,5.119347585387342,0,37.416421602,-122.078079692,5.7,3.484477947892777,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274832000447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,5.081511499788282,0,37.4164213653,-122.0780809518,5.71,3.5836671773973166,0.0,0.0,37.4163901,-122.078071,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832001440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,6.924546881471694,0,37.416452017,-122.078136352,6.68,9.278935629435246,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274832001447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,6.611117853505841,0,37.4164514192,-122.0781374198,6.68,8.988747259985445,0.0,0.0,37.4163901,-122.078071,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832002440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,8.001959010695662,0,37.4164738537,-122.0782127773,7.83,16.092954509296643,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274832002447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,7.570670018811428,0,37.4164731253,-122.0782137447,7.84,15.615658778902857,0.0,0.0,37.4163901,-122.078071,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832003440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,8.627148347417501,0,37.416486247,-122.0783051143,8.87,23.89018194891409,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274832003447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,8.815920507753702,0,37.416485405,-122.0783059943,8.87,23.28813907933567,0.0,0.0,37.4163901,-122.078071,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832004440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,9.920845811878817,0,37.4164920113,-122.0784104237,9.82,32.74110972121647,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274832004447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,9.75445527509473,0,37.4164911534,-122.0784113276,9.82,32.06780919695368,0.0,0.0,37.4163901,-122.078071,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832005440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,10.024153978474407,0,37.4164980297,-122.0785256317,10.62,42.64315427106334,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274832005447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,9.931388471599108,0,37.4164971796,-122.0785265999,10.62,41.93492128546436,0.0,0.0,37.4163901,-122.078071,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832006440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,11.351050640116725,0,37.4165047617,-122.078649345,11.34,53.403978665649525,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274832006447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,11.27494612614912,0,37.4165039128,-122.0786503739,11.34,52.67640754911916,0.0,0.0,37.4163901,-122.078071,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832007440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,11.909643106057144,0,37.4165124613,-122.0787808013,11.96,64.91792284102553,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274832007447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,11.848807479124645,0,37.4165116239,-122.078781898,11.96,64.18069936202306,0.0,0.0,37.4163901,-122.078071,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832008440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,12.173211244210677,0,37.4165218263,-122.0789168603,12.14,76.90148989439307,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
2020-05-29-US-MTV-2,Pixel4XL,1274832008447,37.4163901,-122.078071,-26.83,2020-05-29-US-MTV-2_Pixel4XL,12.145911226638203,0,37.4165209995,-122.0789179754,12.14,76.15617989307336,0.0,0.0,37.4163901,-122.078071,37.4163901,-122.078071
2020-05-29-US-MTV-2,Pixel4,1274832009440,37.4163942,-122.0780605,-26.94,2020-05-29-US-MTV-2_Pixel4,12.134509431869226,0,37.4165316617,-122.0790534967,12.19,88.96315552449289,0.0,0.0,37.4163942,-122.0780605,37.4163942,-122.0780605
